SEXE,AGE,TAILLE_AGGLOMERATION_NB_HABITANTS,REGION,CSP,SITUATION_FAMILIALE,ENFANT,Q5_1_val_VarFr,Q5_2_val_PopRock,Q5_3_val_RapHipHop,Q5_4_val_Classique,Q5_5_val_Jazz,Q5_6_val_Dance,Q5_7_val_Electro,Q5_8_val_Metal,Q5_9_val_RnB,Q5_10_val_Soul,Q5_11_val_Reggae,Q5_12_val_MusiqueDuMonde,Q5_13_val_Autre
Homme,65+,Moins_100000,Grand-Est,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,,,,,,,,Autres genres
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,Célibataire,Aucun,Variété Française,Pop / Rock,,Classique,,,,Métal,,,,Musiques du monde,
Homme,35_49,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,15_24,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,Autres genres
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,Soul,,,
Femme,15_24,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,Métal,,,,Musiques du monde,
Homme,35_49,Plus_100000,Bretagne,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,R&B,Soul,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Moins,Célibataire,Aucun,Variété Française,,,,,,,,,,,,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,Electronique,,,,,,
Homme,15_24,Moins_100000,Normandie,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,Reggae,,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Homme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,Classique,Jazz,,,Métal,,,,Musiques du monde,Autres genres
Femme,15_24,Plus_100000,Grand-Est,CSP_Plus,Célibataire,#NUL!,,,,,,,Electronique,,R&B,,,Musiques du monde,
Homme,35_49,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,,,,,,,,,,,,
Homme,50_64,Plus_100000,Grand-Est,CSP_Plus,En_couple,Aucun,,,,,,,,,,Soul,Reggae,Musiques du monde,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,50_64,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,,,,Métal,,,Reggae,,
Homme,35_49,Moins_100000,Occitanie,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,50_64,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,Reggae,,
Femme,15_24,Moins_100000,Normandie,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,R&B,,,,
Femme,15_24,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
Femme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,Célibataire,Aucun,Variété Française,,,,,,,,,,,,Autres genres
Homme,50_64,Moins_100000,Grand-Est,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,,,,R&B,,,Musiques du monde,
Homme,65+,Plus_100000,Île-de-France,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,Jazz,,,,,Soul,,,
Homme,15_24,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,,Rap / Hip-Hop,,,,Electronique,,,,,,Autres genres
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,Pop / Rock,,,,,Electronique,,,,,Musiques du monde,
Femme,50_64,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,,Dance,,,,,,,
Femme,15_24,Moins_100000,Pays-de-la-Loire,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Femme,35_49,Moins_100000,Bretagne,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,Autres genres
Femme,50_64,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Homme,65+,Plus_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,,,Musiques du monde,
Femme,65+,Plus_100000,Bretagne,Inactif,Célibataire,#NUL!,Variété Française,,,Classique,,,,,,,,,
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,,Jazz,,,,,,,Musiques du monde,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,,,,Classique,Jazz,,,,,,,Musiques du monde,
Homme,65+,Moins_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,Electronique,,R&B,,,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Homme,50_64,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,,,,,Soul,,Musiques du monde,
Homme,65+,Moins_100000,Auvergne-Rhône-Alpes,Inactif,Célibataire,#NUL!,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Homme,50_64,Moins_100000,Occitanie,CSP_Plus,Célibataire,Aucun,,,,,,,,,,,,,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,Electronique,Métal,,,,,Autres genres
Homme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,Electronique,,,,,,Autres genres
Femme,35_49,Plus_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,Autres genres
Femme,15_24,Moins_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Homme,35_49,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,,,,,,,,,
Femme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,Electronique,,R&B,Soul,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,,Musiques du monde,
Femme,35_49,Moins_100000,Occitanie,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,Dance,Electronique,,,,,,
Femme,35_49,Moins_100000,Normandie,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Femme,25_34,Moins_100000,Centre-Val de Loire,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,,,,,,,R&B,,Reggae,,
Femme,50_64,Moins_100000,Nouvelle-Aquitaine,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,Classique,Jazz,,,,,Soul,Reggae,,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Plus_100000,Hauts-de-France,Inactif,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,65+,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,,Dance,Electronique,Métal,,,,,
Femme,15_24,Plus_100000,Bretagne,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,Métal,,,,,
Homme,65+,Plus_100000,Pays-de-la-Loire,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,,,,,Soul,,Musiques du monde,
Homme,65+,Plus_100000,Occitanie,Inactif,En_couple,Aucun,Variété Française,,,,,,,,R&B,Soul,,,
Homme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,,,,Métal,,,Reggae,,
Homme,25_34,Moins_100000,Centre-Val de Loire,CSP_Moins,Célibataire,#NUL!,,,,,,,,,R&B,,,,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,Dance,Electronique,,,,,,
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Aucun,,Pop / Rock,,Classique,Jazz,,Electronique,,R&B,Soul,Reggae,,
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,Musiques du monde,
Homme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,Métal,,Soul,,,
Homme,15_24,Moins_100000,Normandie,CSP_Moins,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,,,,,Soul,Reggae,Musiques du monde,
Femme,25_34,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,Métal,,,,Musiques du monde,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Homme,50_64,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Plus_100000,Hauts-de-France,CSP_Plus,Célibataire,Aucun,Variété Française,Pop / Rock,,,,,,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Île-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,Rap / Hip-Hop,,,,,Métal,,,,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,50_64,Plus_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,Rap / Hip-Hop,,,Dance,,Métal,,,,Musiques du monde,Autres genres
Homme,50_64,Moins_100000,Normandie,CSP_Moins,En_couple,Aucun,,Pop / Rock,,,Jazz,,,Métal,,Soul,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,,,,,,,,
Homme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,,,,R&B,,Reggae,,
Homme,15_24,Moins_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,Jazz,Dance,,,,,,Musiques du monde,Autres genres
Homme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,Electronique,,R&B,,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Bretagne,CSP_Plus,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,,,,,,,,
Femme,15_24,Plus_100000,Normandie,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,Métal,,,Reggae,Musiques du monde,
Femme,35_49,Moins_100000,Centre-Val de Loire,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,,Dance,Electronique,,R&B,,,Musiques du monde,
Femme,25_34,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,R&B,,,Musiques du monde,
Femme,15_24,Plus_100000,Auvergne-Rhône-Alpes,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,,,,,,,,,,,
Femme,35_49,Moins_100000,Hauts-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,,,,,,,,
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,15_24,Plus_100000,Occitanie,CSP_Plus,Célibataire,#NUL!,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
Femme,35_49,Moins_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,Métal,R&B,,,Musiques du monde,
Femme,35_49,Plus_100000,Grand-Est,CSP_Moins,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,Electronique,,R&B,Soul,Reggae,,
Femme,50_64,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Plus_100000,Occitanie,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,15_24,Plus_100000,Île-de-France,Inactif,Célibataire,Un_ou_plus_dans_le_foyer,,,,,,,,,R&B,,,,
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,Célibataire,Aucun,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,35_49,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,Dance,,,,,,,
Homme,35_49,Moins_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,Jazz,,,,R&B,,,,
Femme,35_49,Plus_100000,Île-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Homme,50_64,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,Dance,,Métal,,,Reggae,,
Femme,35_49,Moins_100000,Normandie,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,Jazz,,Electronique,,,,,,
Femme,50_64,Moins_100000,Pays-de-la-Loire,CSP_Plus,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,50_64,Moins_100000,Grand-Est,Inactif,En_couple,Aucun,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Femme,15_24,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,Métal,,,,,
Homme,25_34,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,15_24,Moins_100000,Centre-Val de Loire,Inactif,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,,,Classique,,,,,,,,,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,,,,,,,,,Reggae,,
Femme,35_49,Moins_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,,,Soul,,Musiques du monde,
Femme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,65+,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,,,,Jazz,,,,,,,,Autres genres
Homme,65+,Moins_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,25_34,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,Classique,Jazz,,,Métal,,,,,
Femme,50_64,Plus_100000,Île-de-France,Inactif,En_couple,Aucun,Variété Française,Pop / Rock,,Classique,Jazz,,,,,Soul,Reggae,Musiques du monde,
Homme,15_24,Moins_100000,Auvergne-Rhône-Alpes,CSP_Plus,Célibataire,#NUL!,,Pop / Rock,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,25_34,Moins_100000,Île-de-France,CSP_Plus,En_couple,#NUL!,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,Electronique,,,Soul,Reggae,,
Femme,15_24,Plus_100000,Grand-Est,CSP_Moins,Célibataire,#NUL!,Variété Française,,Rap / Hip-Hop,,,,,,R&B,,,,
Homme,50_64,Moins_100000,Île-de-France,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,Dance,,,,,,,
Femme,50_64,Moins_100000,Bretagne,CSP_Moins,Célibataire,Aucun,,,,,,,,,,,,,Autres genres
Homme,35_49,Plus_100000,Occitanie,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Femme,35_49,Moins_100000,Bretagne,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Homme,15_24,Plus_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,Electronique,,R&B,,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,Jazz,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,15_24,Moins_100000,Bretagne,Inactif,Enfant_vivant_chez_parents,Aucun,,,,,,Dance,,,,,,,
Femme,25_34,Moins_100000,Bourgogne-Franche-Comté,CSP_Moins,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,Classique,,Dance,,,,,,,
Femme,25_34,Plus_100000,Occitanie,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,Jazz,Dance,Electronique,,,,Reggae,Musiques du monde,
Femme,25_34,Moins_100000,Bretagne,CSP_Moins,En_couple,Aucun,,,,,Jazz,,Electronique,,,Soul,,,
Homme,15_24,Moins_100000,Nouvelle-Aquitaine,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Plus_100000,Pays-de-la-Loire,CSP_Moins,Célibataire,#NUL!,Variété Française,Pop / Rock,,,,,,,,Soul,,,
Femme,50_64,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,,,,,,,,,,,
Femme,35_49,Moins_100000,Normandie,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,Rap / Hip-Hop,,,Dance,,,R&B,,Reggae,Musiques du monde,
Homme,35_49,Moins_100000,Pays-de-la-Loire,CSP_Plus,Enfant_vivant_chez_parents,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,Classique,,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,50_64,Plus_100000,Nouvelle-Aquitaine,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,,,,,,,,,Autres genres
Homme,25_34,Plus_100000,Île-de-France,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,Classique,,,Electronique,,,,,Musiques du monde,
Femme,35_49,Moins_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,,,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,En_couple,Aucun,,,,,,,,,R&B,,,Musiques du monde,Autres genres
Femme,50_64,Plus_100000,Occitanie,Inactif,En_couple,Aucun,,Pop / Rock,,Classique,,,,,,,,,
Homme,50_64,Plus_100000,Île-de-France,CSP_Moins,En_couple,Aucun,,,,,,,,,,,,,
Femme,15_24,Plus_100000,Hauts-de-France,Inactif,Enfant_vivant_chez_parents,Aucun,,Pop / Rock,,,,Dance,,,R&B,,,,
Femme,50_64,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,En_couple,Aucun,,Pop / Rock,,,,,,,,,,,
Femme,35_49,Moins_100000,Centre-Val de Loire,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,,Rap / Hip-Hop,,,Dance,,,R&B,Soul,Reggae,,
Homme,15_24,Moins_100000,Île-de-France,Inactif,En_couple,Aucun,,Pop / Rock,,,,Dance,,,R&B,,,Musiques du monde,
Femme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,Variété Française,,,,,,,,,,,,
Femme,35_49,Plus_100000,Nouvelle-Aquitaine,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,,,,,,,,,,
Homme,35_49,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,,Pop / Rock,,,,,,,,,Reggae,,
Femme,15_24,Moins_100000,Grand-Est,Inactif,Enfant_vivant_chez_parents,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,Electronique,Métal,R&B,Soul,,,
Femme,35_49,Moins_100000,Bourgogne-Franche-Comté,CSP_Plus,En_couple,Aucun,Variété Française,,,,,Dance,,,,,,,
Femme,35_49,Plus_100000,Hauts-de-France,Inactif,En_couple,Un_ou_plus_dans_le_foyer,,,,,,Dance,,,,,,Musiques du monde,Autres genres
Femme,15_24,Plus_100000,Provence-Alpes-Côte-d'Azur,CSP_Plus,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Femme,25_34,Moins_100000,Hauts-de-France,CSP_Moins,En_couple,Un_ou_plus_dans_le_foyer,,,,,,,,Métal,,,,,
Homme,65+,Plus_100000,Provence-Alpes-Côte-d'Azur,Inactif,Célibataire,#NUL!,Variété Française,,,,,,,,,,,,
Homme,35_49,Plus_100000,Hauts-de-France,CSP_Plus,Célibataire,Un_ou_plus_dans_le_foyer,,,,,Jazz,Dance,Electronique,,,Soul,,,
Femme,65+,Moins_100000,Bretagne,Inactif,Célibataire,#NUL!,Variété Française,Pop / Rock,,Classique,,,,Métal,,Soul,Reggae,Musiques du monde,
Femme,35_49,Moins_100000,Centre-Val de Loire,CSP_Moins,Célibataire,Aucun,Variété Française,Pop / Rock,Rap / Hip-Hop,,,Dance,,,R&B,Soul,,,
Femme,50_64,Plus_100000,Auvergne-Rhône-Alpes,CSP_Moins,En_couple,Aucun,Variété Française,Pop / Rock,,,,,,,,,,,
Homme,35_49,Plus_100000,Grand-Est,CSP_Plus,En_couple,Un_ou_plus_dans_le_foyer,Variété Française,Pop / Rock,Rap / Hip-Hop,Classique,Jazz,Dance,Electronique,Métal,R&B,Soul,Reggae,Musiques du monde,
Homme,65+,Moins_100000,Normandie,Inactif,En_couple,Aucun,Variété Française,,,Classique,,,,,,,,Musiques du monde,
Homme,50_64,Plus_100000,Nouvelle-Aquitaine,CSP_Moins,Célibataire,Aucun,Variété Française,,,,,,,,,,Reggae,,
